Calories,Protein,Fat,Carbs,Meal,Course,Healthy,Special Nutrition,Cooking Methods,"time, mins",Vegetables,Fruits,Meat,Seafood,Mushrooms,Dairy,Grains,Nuts
321.0,4.0,16.0,41.0,Breakfast,Dessert,0,,Baking,35,0,0,0,0,0,1,1,0
187.0,1.0,12.0,21.0,,Side Dish,1,Vegetarian,Boiling,15,1,0,0,0,0,0,0,0
303.0,4.0,16.0,38.0,,Dessert,0,,Baking,50,0,0,0,0,0,1,1,1
116.0,2.0,9.0,9.0,,Side Dish,0,,Boiling,15,1,0,0,0,0,0,0,0
112.0,3.0,10.0,5.0,,Side Dish,0,,Microwave,7,1,1,0,0,0,0,0,0
196.0,4.0,8.0,29.0,,,0,,Steaming,45,1,0,0,0,0,0,0,0
363.0,16.0,23.0,13.0,,Main Dish,0,,Frying,20,0,0,0,1,0,0,0,0
788.0,45.0,22.0,107.0,Breakfast,Main Dish,0,,Baking,30,1,0,0,1,0,1,1,0
511.0,25.0,30.0,35.0,,Main Dish,0,,Smoking,725,0,1,1,0,0,0,0,0
31.0,0.0,0.0,8.0,,Side Dish,0,,Smoking,10,0,0,0,0,0,0,0,0
643.0,24.0,30.0,67.0,,Main Dish,0,,Smoking,750,0,1,1,0,0,0,0,0
211.0,14.0,9.0,20.0,Lunch,Soup,0,,Stewing,255,1,0,1,0,0,0,0,0
468.0,30.0,19.0,41.0,Lunch,Main Dish,0,,Baking,21,1,0,1,0,0,0,0,0
142.0,5.0,6.0,17.0,,Side Dish,0,,Frying,30,1,0,0,0,0,1,1,0
128.0,1.0,11.0,8.0,,Side Dish,0,,Smoking,30,1,0,0,0,0,1,0,0
90.0,4.0,1.0,21.0,Lunch,Soup,1,,Boiling,45,1,1,1,0,0,0,0,0
550.0,29.0,29.0,45.0,,Soup,0,,Smoking,5,1,0,1,0,0,0,1,0
235.0,24.0,10.0,14.0,,Main Dish,0,,Baking,150,1,0,1,0,1,1,0,1
220.0,6.0,17.0,14.0,Breakfast,Side Dish,0,,Frying,35,1,0,0,0,0,0,1,0
27.0,1.0,0.0,7.0,Snack,Appetizer,1,,Raw Food,140,1,0,0,0,0,0,0,0
384.0,6.0,30.0,27.0,,Side Dish,0,,Raw Food,30,1,0,0,0,0,0,0,1
352.0,17.0,21.0,26.0,,Side Dish,0,,Baking,40,1,0,1,0,0,0,1,0
360.0,18.0,13.0,45.0,,Main Dish,0,,Stewing,45,1,1,1,0,0,0,1,0
502.0,23.0,13.0,75.0,Lunch,Soup,0,,Boiling,10,1,0,1,0,0,0,1,0
441.0,18.0,16.0,60.0,,Main Dish,0,,Microwave,150,1,0,1,0,0,0,1,0
157.0,2.0,14.0,9.0,Lunch,Side Dish,0,,Raw Food,15,1,0,0,0,0,0,0,0
92.0,3.0,5.0,13.0,Dinner,Side Dish,1,,Baking,0,1,0,0,0,0,0,0,0
196.0,14.0,7.0,22.0,,Soup,0,,Stewing,40,1,0,1,0,1,0,0,0
149.0,4.0,7.0,20.0,,Side Dish,0,,Freezing,495,1,1,0,0,0,0,0,1
283.0,5.0,18.0,29.0,,Side Dish,0,,Boiling,32,1,0,0,0,0,0,0,0
94.0,2.0,4.0,15.0,,Salad,0,,Freezing,50,1,0,0,0,0,0,0,0
447.0,18.0,19.0,53.0,,,0,,Boiling,45,1,0,1,0,0,0,0,0
474.0,15.0,34.0,29.0,,Side Dish,0,,Boiling,45,1,0,1,0,0,0,0,0
520.0,10.0,32.0,52.0,,Side Dish,0,,Boiling,40,1,0,0,0,0,0,0,0
845.0,31.0,51.0,69.0,,,0,,Boiling,35,1,0,1,0,0,1,0,0
41.0,2.0,0.0,9.0,,Side Dish,1,,Grilling,55,1,0,0,0,0,0,0,0
255.0,6.0,8.0,43.0,,Soup,0,,Boiling,43,1,0,0,0,0,0,0,0
107.0,4.0,6.0,11.0,,Side Dish,0,,Baking,5,1,0,1,0,0,1,1,0
907.0,41.0,53.0,68.0,,Soup,0,,Boiling,55,1,0,1,0,0,0,1,0
229.0,2.0,22.0,7.0,,Side Dish,0,,Freezing,10,1,1,0,0,0,0,0,1
246.0,6.0,12.0,35.0,,,0,,Frying,9,1,0,0,0,0,1,0,0
586.0,32.0,25.0,60.0,,Main Dish,0,Vegetarian,Boiling,35,1,0,0,0,0,1,0,0
251.0,13.0,11.0,25.0,,Side Dish,0,,Steaming,30,1,0,0,0,0,1,0,0
130.0,1.0,0.0,33.0,,Dessert,0,,Freezing,355,1,1,0,0,0,0,0,0
239.0,7.0,6.0,41.0,Lunch,Salad,1,,Baking,45,1,0,1,0,0,0,0,0
63.0,2.0,5.0,2.0,,Salad,0,,Steaming,15,1,0,0,0,0,1,0,0
402.0,4.0,36.0,17.0,,Side Dish,0,,Baking,30,1,0,0,0,0,0,0,0
544.0,12.0,44.0,25.0,,Salad,0,,Boiling,25,1,1,0,1,0,1,1,0
327.0,34.0,19.0,4.0,Dinner,Main Dish,0,,Frying,25,0,0,0,1,0,0,0,0
504.0,23.0,25.0,45.0,Snack,Main Dish,0,,Baking,0,1,0,1,0,0,1,0,0
369.0,8.0,9.0,66.0,Snack,Side Dish,1,,Baking,0,1,0,0,0,0,0,0,0
466.0,18.0,43.0,2.0,Dinner,Main Dish,1,,Grilling,20,1,0,0,1,0,0,0,0
188.0,11.0,7.0,20.0,,Main Dish,0,,Raw Food,165,1,0,1,0,0,0,1,0
210.0,1.0,23.0,1.0,Dinner,Side Dish,0,,Steaming,13,1,1,0,1,0,0,0,0
384.0,22.0,22.0,27.0,,Side Dish,0,,Baking,35,1,0,1,0,0,1,1,0
484.0,34.0,34.0,10.0,,Main Dish,0,,Baking,135,1,0,0,1,1,0,0,0
195.0,6.0,17.0,6.0,,Side Dish,0,,Microwave,120,1,0,0,1,0,1,1,0
536.0,25.0,48.0,2.0,,,0,,Grilling,0,1,0,1,0,0,0,0,0
573.0,61.0,35.0,2.0,,,0,,Baking,30,1,0,1,0,0,0,0,0
488.0,25.0,29.0,32.0,,Main Dish,0,,Baking,45,1,0,1,0,0,1,0,0
935.0,44.0,62.0,54.0,Dinner,Main Dish,0,,Boiling,40,1,0,1,0,1,1,1,0
655.0,24.0,40.0,50.0,,Main Dish,0,,Baking,15,1,0,1,0,1,1,0,0
480.0,16.0,40.0,15.0,,Soup,0,,Stewing,195,1,0,1,0,0,0,1,0
561.0,27.0,19.0,72.0,,Main Dish,0,,Grilling,10,1,0,1,0,0,0,0,0
448.0,41.0,22.0,18.0,,Main Dish,0,,Frying,10,0,0,0,1,0,1,1,0
388.0,15.0,30.0,16.0,Lunch,Soup,0,,Boiling,50,1,0,1,1,0,1,1,0
530.0,21.0,44.0,13.0,Snack,Main Dish,0,,Frying,30,1,0,0,1,0,0,0,0
476.0,25.0,38.0,10.0,,Main Dish,0,,Baking,20,1,0,0,1,0,1,1,0
264.0,25.0,14.0,9.0,,Soup,0,,Frying,10,1,0,0,1,0,0,1,0
1036.0,91.0,71.0,3.0,,Main Dish,0,,Frying,575,0,0,1,0,0,0,0,0
53.0,3.0,4.0,0.0,Snack,Appetizer,0,,Boiling,40,0,0,0,0,0,0,0,0
485.0,26.0,24.0,41.0,,Side Dish,0,,Boiling,50,1,0,1,0,0,0,1,0
614.0,21.0,48.0,26.0,Breakfast,,0,,Frying,15,1,0,1,0,0,0,1,0
245.0,4.0,11.0,35.0,,Side Dish,0,,Frying,55,1,0,0,0,0,0,0,0
507.0,30.0,23.0,45.0,,Side Dish,0,,Boiling,45,1,0,1,0,0,0,1,0
463.0,12.0,32.0,32.0,,Main Dish,0,,Baking,45,1,0,1,1,0,1,1,0
294.0,12.0,8.0,46.0,,Main Dish,0,,Boiling,25,1,0,0,0,0,1,0,0
640.0,37.0,32.0,54.0,,Main Dish,0,,Steaming,30,1,0,1,1,0,1,0,0
355.0,8.0,35.0,4.0,,,0,,Steaming,15,0,0,0,1,1,1,0,0
149.0,14.0,7.0,8.0,,Main Dish,0,,Frying,25,0,0,1,0,0,0,1,0
113.0,4.0,5.0,13.0,Breakfast,Side Dish,0,,Frying,35,1,0,0,0,0,0,1,0
258.0,5.0,10.0,38.0,Snack,Side Dish,1,,Baking,55,1,0,0,0,0,0,0,0
409.0,38.0,25.0,7.0,,Main Dish,0,,Smoking,145,1,0,1,0,0,0,1,0
695.0,32.0,37.0,62.0,,Main Dish,0,,Boiling,45,1,0,0,1,0,1,0,0
302.0,23.0,18.0,10.0,,,0,,Boiling,35,1,0,1,1,0,1,0,0
499.0,29.0,29.0,29.0,Breakfast,,0,,Frying,10,1,0,0,1,0,1,1,0
464.0,20.0,29.0,31.0,Snack,Appetizer,0,,Grilling,30,1,0,1,1,0,1,0,0
650.0,34.0,35.0,53.0,,,0,,Boiling,40,1,0,1,1,1,1,0,0
635.0,35.0,39.0,35.0,Dinner,Main Dish,0,,Baking,0,1,0,1,1,0,1,1,0
732.0,43.0,59.0,8.0,Snack,Appetizer,0,,Baking,15,1,0,1,0,0,0,0,0
6.0,0.0,0.0,1.0,,,0,,Smoking,5,0,0,0,0,0,0,0,0
228.0,24.0,14.0,1.0,Dinner,Main Dish,0,,Frying,15,0,0,1,0,0,0,0,0
80.0,3.0,5.0,7.0,Snack,Appetizer,0,,Baking,0,0,0,0,0,0,0,0,0
548.0,26.0,41.0,19.0,,Main Dish,0,,Baking,20,1,0,1,0,0,1,0,1
307.0,17.0,10.0,40.0,,Main Dish,1,,Baking,0,1,1,1,1,0,0,1,0
248.0,9.0,14.0,21.0,,Side Dish,0,,Raw Food,55,1,0,1,0,1,0,0,0
107.0,1.0,9.0,5.0,Snack,Appetizer,1,,Baking,30,0,0,0,0,0,0,0,0
124.0,1.0,5.0,20.0,,Dessert,0,,Microwave,15,1,1,0,0,0,0,0,0
378.0,4.0,32.0,21.0,,Dessert,0,,Freezing,255,0,0,0,0,0,1,0,0
257.0,3.0,15.0,29.0,Breakfast,,0,,Frying,135,0,0,0,0,0,1,1,1
458.0,4.0,23.0,62.0,,Dessert,0,,Baking,35,0,0,0,0,0,0,0,0
399.0,6.0,14.0,64.0,Breakfast,,0,,Baking,120,0,0,0,0,0,0,1,0
164.0,3.0,10.0,19.0,,Dessert,0,,Baking,20,0,0,0,0,0,0,0,0
173.0,2.0,10.0,21.0,,Dessert,0,,Baking,40,1,0,0,0,0,0,0,0
65.0,1.0,3.0,10.0,,Dessert,0,,Baking,27,1,0,0,0,0,1,1,0
454.0,3.0,17.0,74.0,,Dessert,0,,Freezing,180,1,0,0,0,0,0,1,0
205.0,3.0,13.0,22.0,,Dessert,0,,Baking,20,1,1,0,0,0,0,0,1
143.0,2.0,5.0,22.0,,Dessert,0,,Baking,45,0,0,0,0,0,1,1,0
131.0,2.0,8.0,15.0,,Dessert,0,,Microwave,40,0,0,0,0,0,0,0,0
348.0,15.0,8.0,62.0,,Main Dish,1,,Frying,148,1,0,1,0,0,0,0,0
121.0,5.0,5.0,18.0,,Side Dish,0,,Boiling,55,1,0,0,0,0,1,0,0
378.0,33.0,17.0,28.0,,Main Dish,0,,Boiling,20,1,0,1,0,0,0,0,0
642.0,8.0,67.0,5.0,,Main Dish,0,,Frying,20,1,1,0,1,0,0,1,0
806.0,53.0,12.0,118.0,,Main Dish,0,,Boiling,11,1,1,0,1,0,1,1,0
257.0,28.0,7.0,16.0,,,0,,Steaming,0,1,0,0,1,0,1,0,0
1230.0,39.0,67.0,104.0,,Main Dish,0,,Boiling,35,1,0,0,1,0,0,1,0
483.0,34.0,13.0,56.0,,,0,,Boiling,0,1,0,0,1,0,0,0,0
518.0,26.0,36.0,25.0,,Soup,0,,Stewing,25,1,1,1,0,0,0,0,0
641.0,37.0,43.0,28.0,,Soup,0,,Stewing,30,1,0,1,0,0,0,0,0
380.0,19.0,21.0,29.0,,Soup,0,,Stewing,10,1,0,1,0,0,0,0,0
565.0,25.0,26.0,62.0,,Soup,1,,Stewing,20,1,0,1,0,0,0,0,0
606.0,52.0,25.0,42.0,Lunch,Soup,1,,Stewing,130,1,0,1,0,0,0,0,0
234.0,22.0,6.0,26.0,,Soup,0,,Raw Food,150,1,0,1,0,0,0,0,0
294.0,3.0,15.0,38.0,Breakfast,,0,,Baking,30,1,0,0,0,0,0,1,1
680.0,7.0,56.0,43.0,,Dessert,0,,Baking,410,0,0,0,0,0,1,0,0
617.0,28.0,26.0,69.0,,Side Dish,0,,Baking,55,1,0,1,0,0,0,0,0
435.0,22.0,10.0,67.0,,Main Dish,0,,Baking,25,1,0,1,0,0,0,0,0
401.0,6.0,34.0,20.0,,Side Dish,0,,Baking,50,1,0,0,0,1,1,0,1
256.0,12.0,2.0,50.0,,Side Dish,0,,Boiling,0,1,0,1,0,0,0,1,0
4.0,0.0,0.0,1.0,Snack,Appetizer,0,,Raw Food,20,1,0,0,0,0,0,0,0
1462.0,65.0,99.0,83.0,Lunch,Main Dish,0,,Microwave,16,1,1,1,0,0,1,0,0
237.0,2.0,18.0,17.0,Lunch,Side Dish,0,,Freezing,20,1,0,0,0,0,0,0,0
456.0,11.0,27.0,49.0,,Main Dish,0,Vegetarian,Raw Food,40,1,1,0,0,0,1,0,0
393.0,9.0,24.0,37.0,,Main Dish,1,Vegetarian,Grilling,50,1,1,0,0,0,1,0,0
159.0,12.0,6.0,15.0,Lunch,Soup,1,,Boiling,25,1,1,1,0,0,1,0,0
335.0,16.0,23.0,21.0,,Main Dish,1,Vegetarian,Grilling,17,1,0,0,0,1,1,1,1
439.0,39.0,21.0,21.0,,Soup,0,,Stewing,170,1,0,1,0,0,0,1,0
445.0,15.0,11.0,70.0,,Main Dish,0,,Raw Food,50,1,0,0,1,0,0,1,0
1131.0,12.0,77.0,98.0,Lunch,Main Dish,0,,Boiling,25,1,1,0,0,0,0,0,0
232.0,4.0,14.0,24.0,,Side Dish,1,,Raw Food,30,1,1,0,0,0,0,1,0
637.0,20.0,24.0,89.0,Lunch,Salad,0,,Boiling,0,1,1,0,1,0,0,1,0
301.0,31.0,8.0,27.0,,Main Dish,0,,Frying,30,1,0,1,0,0,0,1,0
802.0,27.0,32.0,102.0,,Salad,0,Vegetarian,Boiling,205,1,0,0,0,0,1,0,1
511.0,40.0,30.0,26.0,Breakfast,,0,,Frying,35,1,0,1,0,1,0,0,0
218.0,5.0,13.0,21.0,,Side Dish,0,,Frying,550,1,0,1,0,0,0,1,0
660.0,39.0,53.0,7.0,,,0,,Freezing,15,0,0,0,1,0,0,0,0
412.0,12.0,23.0,43.0,Lunch,Soup,0,,Steaming,40,1,1,1,1,0,1,1,0
284.0,20.0,16.0,17.0,,Main Dish,0,,Frying,35,1,0,0,1,0,0,0,0
253.0,2.0,6.0,51.0,,Dessert,0,,Microwave,50,0,1,0,0,0,1,0,0
546.0,6.0,12.0,106.0,,Side Dish,0,,Boiling,25,1,0,0,0,0,0,0,0
561.0,28.0,29.0,49.0,Breakfast,,1,,Frying,41,1,0,0,0,0,0,0,0
439.0,25.0,17.0,48.0,,Main Dish,0,,Frying,55,1,0,1,0,0,1,0,0
191.0,5.0,10.0,24.0,Snack,Appetizer,0,,Raw Food,5,0,1,0,0,0,0,0,0
618.0,38.0,29.0,53.0,,Main Dish,0,,Boiling,175,0,0,1,0,0,1,0,1
252.0,6.0,14.0,27.0,Dinner,Side Dish,0,,Baking,55,1,0,0,0,0,1,1,0
456.0,23.0,19.0,46.0,,Main Dish,1,,Baking,50,1,0,1,0,0,1,1,0
356.0,18.0,21.0,27.0,Dinner,Main Dish,0,,Baking,40,1,0,1,0,1,0,0,0
331.0,22.0,12.0,34.0,Lunch,Side Dish,1,,Baking,500,1,0,1,0,0,1,0,0
355.0,9.0,22.0,31.0,Dinner,Main Dish,0,,Baking,50,1,0,0,0,1,1,0,0
301.0,5.0,13.0,41.0,,Dessert,0,,Frying,10,0,1,0,0,0,0,1,0
266.0,4.0,12.0,37.0,,Side Dish,1,,Grilling,40,1,0,0,0,0,0,0,0
545.0,5.0,17.0,106.0,,Dessert,1,,Grilling,18,0,1,0,0,0,0,0,0
522.0,17.0,39.0,26.0,Breakfast,,0,,Frying,7,0,0,0,0,0,1,1,0
473.0,29.0,18.0,47.0,,,0,,Smoking,55,1,0,1,0,1,0,1,0
187.0,8.0,4.0,33.0,,Main Dish,1,Vegetarian,Grilling,0,1,0,0,0,0,0,0,0
437.0,33.0,16.0,44.0,,Side Dish,1,,Grilling,10,1,1,1,0,1,0,0,0
241.0,10.0,9.0,28.0,,Main Dish,1,,Grilling,30,0,0,1,0,0,1,0,0
541.0,3.0,34.0,58.0,,Dessert,0,,Grilling,30,0,1,0,0,0,0,0,0
272.0,6.0,3.0,56.0,,Side Dish,0,,Grilling,0,1,0,0,0,0,0,0,0
4573.0,235.0,336.0,163.0,Snack,Appetizer,0,,Grilling,35,1,0,1,0,0,1,0,0
358.0,10.0,13.0,53.0,,Dessert,0,,Baking,35,0,0,0,0,0,1,1,1
62.0,1.0,2.0,9.0,,Dessert,0,,Steaming,15,0,0,0,0,0,1,0,0
239.0,14.0,13.0,16.0,Breakfast,,0,,Frying,32,1,0,1,0,0,1,0,0
514.0,70.0,23.0,2.0,,Main Dish,0,,Grilling,17,1,0,0,1,0,0,0,0
229.0,5.0,10.0,32.0,,Side Dish,0,,Grilling,45,1,0,0,0,0,0,0,0
93.0,2.0,3.0,17.0,,Dessert,1,,Baking,40,1,1,0,0,0,0,1,0
480.0,8.0,37.0,33.0,,Dessert,0,,Freezing,250,0,0,0,0,0,1,0,0
156.0,1.0,8.0,20.0,,Dessert,0,,Baking,55,0,1,0,0,0,1,1,0
549.0,30.0,37.0,26.0,Breakfast,,0,,Frying,0,1,0,1,0,0,1,1,0
371.0,4.0,22.0,41.0,,Dessert,0,,Baking,10,0,1,0,0,0,0,1,1
388.0,23.0,31.0,5.0,,,0,,Grilling,760,1,0,0,1,0,0,0,0
311.0,4.0,20.0,29.0,,Dessert,0,,Baking,35,0,1,0,0,0,1,1,0
259.0,5.0,5.0,49.0,,Dessert,0,,Boiling,45,0,0,0,0,0,1,1,1
477.0,7.0,31.0,46.0,Breakfast,,0,,Baking,45,0,0,0,0,0,1,1,1
519.0,39.0,21.0,44.0,,Main Dish,0,,Baking,35,1,0,1,0,1,1,0,0
344.0,25.0,18.0,20.0,,Main Dish,0,,Frying,290,0,0,1,0,0,0,0,0
116.0,5.0,9.0,5.0,Snack,Appetizer,0,,Microwave,525,0,0,0,0,0,1,0,0
312.0,8.0,16.0,35.0,Breakfast,,0,,Baking,30,1,0,0,0,0,1,1,0
180.0,6.0,9.0,22.0,Breakfast,,0,,Baking,25,0,0,0,0,0,0,1,0
172.0,12.0,0.0,32.0,Lunch,Side Dish,1,,Boiling,210,1,0,1,0,0,0,0,0
246.0,3.0,12.0,33.0,,Side Dish,0,,Baking,55,1,0,0,0,0,0,0,0
148.0,3.0,11.0,15.0,Snack,Dessert,0,,Microwave,16,0,0,0,0,0,0,0,0
304.0,8.0,18.0,33.0,Snack,Appetizer,1,Vegan,Baking,35,0,0,0,0,0,0,1,1
187.0,9.0,10.0,14.0,Breakfast,,0,,Baking,55,0,0,1,1,0,0,0,0
150.0,1.0,6.0,25.0,,Side Dish,0,,Steaming,40,1,0,0,0,0,0,0,0
121.0,0.0,0.0,31.0,,Dessert,1,,Boiling,540,0,1,0,0,0,0,0,0
108.0,0.0,0.0,29.0,,Dessert,1,,Boiling,40,0,1,0,0,0,0,0,0
304.0,9.0,18.0,31.0,Snack,Appetizer,0,,Baking,55,0,0,0,0,0,0,0,1
342.0,5.0,33.0,13.0,Snack,Appetizer,0,,Baking,50,0,0,0,0,0,0,1,0
105.0,4.0,4.0,16.0,Snack,Appetizer,0,,Baking,40,0,0,0,0,0,0,1,1
405.0,3.0,19.0,57.0,,Side Dish,0,,Baking,45,1,0,0,0,0,0,0,0
189.0,2.0,5.0,36.0,,Side Dish,0,,Baking,40,1,0,0,0,0,0,1,1
398.0,5.0,11.0,71.0,,Side Dish,0,,Baking,50,1,0,0,0,0,1,1,0
308.0,3.0,12.0,49.0,,Side Dish,0,,Baking,140,1,0,0,0,0,0,0,0
276.0,3.0,15.0,32.0,,Dessert,0,,Steaming,25,1,0,0,0,0,1,1,0
282.0,2.0,8.0,51.0,Dinner,Side Dish,0,,Baking,40,1,1,0,0,0,0,0,0
821.0,7.0,46.0,100.0,,Side Dish,0,,Baking,50,1,0,0,0,0,1,1,0
293.0,2.0,9.0,51.0,,Side Dish,0,,Baking,50,1,1,0,0,0,0,1,0
551.0,3.0,4.0,125.0,,Side Dish,0,,Baking,45,1,1,0,0,0,0,0,1
376.0,3.0,16.0,57.0,,Side Dish,0,Vegetarian,Baking,55,1,0,0,0,0,0,0,0
301.0,6.0,17.0,36.0,,Dessert,0,,Raw Food,21,0,1,0,0,0,0,1,1
237.0,0.0,0.0,63.0,,Dessert,1,,Boiling,40,0,1,0,0,0,0,0,0
205.0,3.0,10.0,28.0,,Dessert,0,,Microwave,150,0,0,0,0,0,1,0,1
545.0,8.0,35.0,52.0,,Dessert,0,,Baking,160,0,0,0,0,0,1,1,0
144.0,2.0,7.0,19.0,,Dessert,0,,Baking,45,0,0,0,0,0,1,1,0
287.0,3.0,17.0,30.0,,Dessert,0,,Baking,0,0,0,0,0,0,0,1,0
90.0,1.0,4.0,13.0,,Dessert,0,,Baking,45,0,0,0,0,0,0,1,0
354.0,4.0,12.0,56.0,,Dessert,0,,Baking,140,0,0,0,0,0,1,0,0
326.0,3.0,13.0,51.0,,Dessert,0,,Baking,50,0,1,0,0,0,0,0,0
93.0,1.0,4.0,14.0,,Dessert,0,,Freezing,40,0,0,0,0,0,1,0,0
193.0,3.0,7.0,27.0,,Dessert,0,,Baking,35,0,0,0,0,0,1,1,0
97.0,0.0,0.0,25.0,,Dessert,1,,Boiling,0,0,1,0,0,0,0,1,1
82.0,5.0,4.0,6.0,,Side Dish,0,,Freezing,5,1,0,1,0,1,0,0,0
9.0,0.0,0.0,2.0,,Side Dish,0,,Boiling,820,1,0,1,0,0,0,0,0
307.0,5.0,1.0,74.0,,Side Dish,0,,Boiling,45,1,0,0,0,0,0,1,0
125.0,2.0,6.0,17.0,,Soup,1,,Boiling,795,1,0,0,0,0,0,1,0
529.0,30.0,25.0,45.0,,Main Dish,0,,Baking,45,1,0,0,1,0,0,1,0
301.0,14.0,12.0,35.0,,,0,,Raw Food,15,1,1,0,0,0,0,0,0
267.0,9.0,17.0,22.0,Lunch,Side Dish,0,,Raw Food,15,1,1,0,0,0,1,0,0
129.0,4.0,6.0,15.0,Lunch,Side Dish,0,,Freezing,500,1,0,0,0,0,0,0,0
779.0,27.0,43.0,62.0,,Main Dish,0,,Baking,160,1,0,1,0,0,1,0,0
62.0,3.0,1.0,13.0,,Side Dish,0,,Boiling,570,1,1,0,0,0,0,0,0
402.0,5.0,35.0,18.0,,Dessert,0,,Frying,225,0,0,0,0,0,0,1,0
480.0,10.0,32.0,41.0,,Dessert,0,,Baking,420,0,0,0,0,0,1,1,0
295.0,8.0,17.0,32.0,Snack,Appetizer,0,,Freezing,20,0,0,0,0,0,1,0,0
366.0,3.0,18.0,48.0,,,0,,Baking,140,1,1,0,0,0,0,1,0
572.0,7.0,28.0,75.0,,Dessert,0,,Freezing,180,0,1,0,0,0,1,1,0
423.0,3.0,19.0,61.0,,Dessert,0,,Baking,0,0,1,0,0,0,0,1,1
14.0,1.0,0.0,3.0,,Side Dish,0,,Raw Food,5,0,1,0,0,0,1,0,0
168.0,1.0,0.0,43.0,,Dessert,0,,Freezing,190,1,1,0,0,0,0,0,0
419.0,5.0,22.0,54.0,,,0,,Baking,0,1,1,0,0,0,0,1,0
256.0,4.0,9.0,42.0,,Dessert,0,,Baking,15,0,1,0,0,0,1,1,0
158.0,13.0,7.0,10.0,,Main Dish,0,,Baking,6,1,0,1,0,0,0,1,0
517.0,20.0,23.0,60.0,,Main Dish,0,,Frying,55,1,0,1,0,0,0,1,0
538.0,54.0,32.0,7.0,,Main Dish,0,,Frying,40,1,0,1,1,0,0,1,0
234.0,16.0,6.0,28.0,,Main Dish,1,,Frying,50,1,0,1,1,0,0,0,1
115.0,3.0,3.0,19.0,,Dessert,0,,Baking,30,0,0,0,0,0,0,1,1
488.0,24.0,8.0,78.0,Lunch,Main Dish,0,,Boiling,35,1,0,1,0,0,0,0,0
250.0,19.0,12.0,19.0,,Main Dish,0,,Steaming,45,1,0,0,1,0,0,1,0
119.0,1.0,5.0,19.0,,Dessert,0,,Baking,5,0,1,0,0,0,1,0,0
418.0,6.0,6.0,87.0,,Dessert,0,,Baking,40,0,1,0,0,0,1,1,0
168.0,9.0,6.0,19.0,Snack,Main Dish,0,,Baking,20,1,1,1,0,0,0,1,0
140.0,2.0,8.0,17.0,,Dessert,0,,Baking,0,0,1,0,0,0,1,1,1
238.0,21.0,10.0,16.0,Breakfast,Main Dish,1,,Frying,25,1,1,1,1,0,0,0,0
1248.0,80.0,91.0,16.0,,Main Dish,0,,Baking,0,1,0,1,0,1,0,0,0
284.0,24.0,17.0,1.0,,Main Dish,1,,Frying,15,0,0,0,1,0,0,0,0
271.0,7.0,11.0,38.0,,Dessert,0,,Baking,15,0,1,0,0,0,1,0,0
465.0,8.0,13.0,83.0,,Dessert,0,,Baking,15,0,1,0,0,0,1,1,1
374.0,8.0,14.0,57.0,,,0,,Baking,15,0,1,0,0,0,1,1,1
561.0,41.0,32.0,25.0,,Main Dish,1,,Grilling,30,1,0,1,0,0,1,0,0
438.0,20.0,29.0,24.0,,Main Dish,0,,Baking,30,1,0,1,0,0,1,1,1
667.0,20.0,32.0,77.0,,Side Dish,0,,Baking,15,1,0,0,0,0,0,0,0
648.0,33.0,42.0,36.0,Lunch,Main Dish,0,,Frying,30,1,0,0,0,0,1,0,0
842.0,26.0,41.0,92.0,Lunch,Salad,0,,Boiling,30,1,1,0,0,0,0,0,0
631.0,17.0,47.0,33.0,Snack,Appetizer,0,,Baking,40,1,0,0,0,0,1,0,0
331.0,18.0,23.0,14.0,Breakfast,Main Dish,0,Vegetarian,Baking,15,1,1,0,0,0,1,0,0
124.0,5.0,9.0,7.0,,,0,,Raw Food,27,1,1,0,0,0,1,0,0
321.0,20.0,24.0,6.0,Lunch,Salad,0,,Grilling,35,1,0,1,0,0,0,0,0
452.0,45.0,27.0,7.0,,Main Dish,0,,Baking,50,1,0,1,0,0,1,0,0
255.0,29.0,3.0,27.0,,Main Dish,1,,Baking,10,0,0,1,0,0,0,1,0
329.0,7.0,13.0,46.0,Snack,Appetizer,0,,Freezing,45,0,0,0,1,0,1,1,0
141.0,2.0,6.0,22.0,,Dessert,0,,Baking,0,0,1,0,0,0,1,1,1
484.0,19.0,23.0,54.0,Snack,Appetizer,0,,Baking,25,0,1,0,0,0,1,0,0
615.0,6.0,28.0,88.0,,Dessert,0,,Baking,160,0,1,0,0,0,1,1,1
184.0,2.0,9.0,28.0,,Dessert,0,,Microwave,145,0,1,0,0,0,0,0,0
530.0,3.0,27.0,73.0,,Dessert,0,,Baking,15,0,1,0,0,0,0,1,1
392.0,7.0,14.0,62.0,,Dessert,0,,Baking,250,0,1,0,0,0,1,1,1
456.0,5.0,18.0,73.0,,Dessert,0,,Baking,20,0,1,0,0,0,0,1,1
227.0,3.0,11.0,30.0,,Dessert,0,,Microwave,10,0,0,0,0,0,1,0,0
241.0,2.0,9.0,20.0,,Dessert,0,,Freezing,225,0,1,0,0,0,1,0,0
260.0,5.0,7.0,46.0,Breakfast,,0,,Baking,35,0,1,0,0,0,0,1,0
213.0,11.0,11.0,17.0,,Main Dish,1,,Baking,35,1,1,1,0,0,0,1,1
292.0,2.0,14.0,42.0,,Dessert,0,,Baking,120,0,1,0,0,0,0,1,0
577.0,5.0,26.0,57.0,,Dessert,0,,Baking,25,0,1,0,0,0,1,1,1
